path,clipdet_latent10k_plus,Corvi2023,fusion
real/real_RAISE_1k/r0f5beb66t.png,-2.379265,-9.964346,-2.3787103
real/real_RAISE_1k/r0b665b37t.png,-2.6729105,-18.193977,-2.6729105
real/real_RAISE_1k/r06aa7dabt.png,0.43363956,-21.961685,0.4336396
real/real_RAISE_1k/r181d64eat.png,-2.6626604,-14.548624,-2.6626532
real/real_RAISE_1k/r0200a7a6t.png,-1.4157432,-20.489296,-1.4157432
real/real_RAISE_1k/r075baf3ct.png,-0.44733733,-11.218382,-0.44730297
real/real_RAISE_1k/r123c6433t.png,-1.4751391,-22.516542,-1.4751391
real/real_RAISE_1k/r066b256at.png,-3.800042,-14.457912,-3.8000178
real/real_RAISE_1k/r14bfe6f4t.png,-1.8353064,-20.570131,-1.8353064
real/real_RAISE_1k/r0428df0ct.png,-3.2016613,-21.929348,-3.2016613
real/real_RAISE_1k/r06bfc92at.png,-0.9192786,-15.713515,-0.9192781
real/real_RAISE_1k/r03193652t.png,-1.0072776,-4.3596854,-0.96060175
real/real_RAISE_1k/r08f2d4c6t.png,-2.1610801,-23.97032,-2.1610801
real/real_RAISE_1k/r0a3c52a0t.png,-3.353259,-20.766949,-3.353259
real/real_RAISE_1k/r17b2f789t.png,-2.176161,-17.06302,-2.1761606
real/real_RAISE_1k/r04c11390t.png,-1.4275947,-17.837555,-1.4275945
real/real_RAISE_1k/r1bdb6385t.png,-3.7679482,-23.631914,-3.7679482
real/real_RAISE_1k/r040b3002t.png,-1.1230925,-14.766684,-1.123091
real/real_RAISE_1k/r1a7feb2bt.png,-1.9482672,-22.067482,-1.9482672
real/real_RAISE_1k/r1c6b4a23t.png,-1.1878487,-8.979866,-1.1873099
real/real_RAISE_1k/r0b755540t.png,-2.8118103,-21.811878,-2.8118103
real/real_RAISE_1k/r1ab1679et.png,-2.140344,-16.162865,-2.140343
real/real_RAISE_1k/r0c8f3ce5t.png,-1.0455106,-9.092754,-1.0450783
real/real_RAISE_1k/r13e56300t.png,-2.363044,-6.852356,-2.3508337
real/real_RAISE_1k/r1743fb6bt.png,-2.4730356,-17.581364,-2.473035
real/real_RAISE_1k/r1567e512t.png,-1.0679684,-15.03314,-1.0679672
real/real_RAISE_1k/r1bc23d6et.png,-0.7979753,-23.891914,-0.7979754
real/real_RAISE_1k/r113ee9edt.png,-0.75195485,-20.314827,-0.7519548
real/real_RAISE_1k/r14c2d3fct.png,-1.4859421,-12.682178,-1.4859252
real/real_RAISE_1k/r1e52a39dt.png,-1.1474732,-16.3978,-1.147473
real/real_RAISE_1k/r09851aa4t.png,-1.7645719,-16.377338,-1.7645715
real/real_RAISE_1k/r03f70ccdt.png,-2.4617317,-7.4266458,-2.4541864
real/real_RAISE_1k/r1cd8d9a4t.png,-0.3562247,-7.95069,-0.35536927
real/real_RAISE_1k/r193b12aet.png,-2.7138932,-16.024467,-2.7138915
real/real_RAISE_1k/r17d11b3at.png,-1.3266702,-24.553772,-1.32667
real/real_RAISE_1k/r0c1f588dt.png,-2.2652419,-12.653601,-2.265208
real/real_RAISE_1k/r1d99d1f3t.png,-2.0326111,-16.703217,-2.032611
real/real_RAISE_1k/r05a7750et.png,-0.9987037,-40.487446,-0.9987037
real/real_RAISE_1k/r0fa077bet.png,-1.485106,-8.562679,-1.4840715
real/real_RAISE_1k/r1618da9dt.png,-0.9916403,-7.12682,-0.98867625
real/real_RAISE_1k/r056daad2t.png,-2.7257657,-16.141464,-2.725764
real/real_RAISE_1k/r12c5f70bt.png,-0.86371094,-20.44597,-0.8637111
real/real_RAISE_1k/r0f6250d2t.png,-2.3455021,-12.966945,-2.3454754
real/real_RAISE_1k/r1da851e4t.png,-2.7959085,-13.7675085,-2.79589
real/real_RAISE_1k/r0ebb0bb4t.png,-1.3671209,-13.327236,-1.3671129
real/real_RAISE_1k/r11a4e1cbt.png,-3.4475777,-10.257774,-3.446441
real/real_RAISE_1k/r1d431afft.png,-2.358795,-14.819452,-2.3587909
real/real_RAISE_1k/r1aa53167t.png,-0.121843606,-22.447666,-0.121843636
real/real_RAISE_1k/r09a60f63t.png,-2.1653268,-17.44563,-2.1653264
real/real_RAISE_1k/r0941aa38t.png,-2.8777816,-21.43182,-2.8777819
real/real_RAISE_1k/r1b09da9ct.png,-2.9146793,-18.198269,-2.914679
real/real_RAISE_1k/r0a9384b1t.png,-2.0731568,-18.109455,-2.0731566
real/real_RAISE_1k/r1e3303ebt.png,-2.2622762,-16.761448,-2.2622755
real/real_RAISE_1k/r194c49f5t.png,-2.355007,-12.084582,-2.3549416
real/real_RAISE_1k/r1d79b6e7t.png,-3.0859694,-14.663017,-3.0859597
real/real_RAISE_1k/r1d9eaf70t.png,-3.0187705,-11.4297,-3.0185373
real/real_RAISE_1k/r10a207det.png,-1.5829599,-19.7148,-1.5829599
real/real_RAISE_1k/r1ca6cc12t.png,-2.2972703,-12.541984,-2.2972312
real/real_RAISE_1k/r08996953t.png,-1.2524124,-12.402159,-1.252394
real/real_RAISE_1k/r041c02cat.png,-2.1455612,-16.35742,-2.1455605
real/real_RAISE_1k/r047aa954t.png,-2.1498287,-16.463356,-2.149828
real/real_RAISE_1k/r163967d4t.png,-3.0144808,-17.833961,-3.0144806
real/real_RAISE_1k/r0f36ba1bt.png,-1.7691337,-19.045597,-1.7691338
real/real_RAISE_1k/r1a7bb1d6t.png,0.55447793,-21.341024,0.5544779
real/real_RAISE_1k/r15dcfacct.png,-2.3412738,-29.686361,-2.3412735
real/real_RAISE_1k/r085bdbe2t.png,-3.071545,-22.783514,-3.071545
real/real_RAISE_1k/r144f25eet.png,-0.28081933,-20.462486,-0.28081942
real/real_RAISE_1k/r1d4377f7t.png,-2.0717938,-10.705363,-2.0715933
real/real_RAISE_1k/r1e5c27c1t.png,-1.0828055,-2.8010924,-0.8675999
real/real_RAISE_1k/r084a4ccet.png,-1.4785297,-19.657106,-1.4785296
real/real_RAISE_1k/r0b7b1156t.png,-1.9217074,-3.003976,-1.5935441
real/real_RAISE_1k/r169a9b07t.png,-2.5486722,-8.536388,-2.5459702
real/real_RAISE_1k/r13f26c35t.png,-2.4413676,-19.054134,-2.4413674
real/real_RAISE_1k/r1c9fc42at.png,-2.4190013,-22.969814,-2.4190013
real/real_RAISE_1k/r1db61cf8t.png,-0.08648923,-13.606052,-0.0864867
real/real_RAISE_1k/r07e1e8cbt.png,-2.265853,-11.016758,-2.2656782
real/real_RAISE_1k/r144e095dt.png,-2.3717542,-17.88967,-2.3717537
real/real_RAISE_1k/r082626aft.png,-1.4727392,-20.559237,-1.4727392
real/real_RAISE_1k/r179bb406t.png,-0.29144067,-15.299295,-0.29144007
real/real_RAISE_1k/r0c764979t.png,-3.3635688,-17.498913,-3.363568
real/real_RAISE_1k/r1328ee94t.png,-0.76239073,-12.864573,-0.76238257
real/real_RAISE_1k/r15499cd8t.png,-2.0455303,-11.755291,-2.045462
real/real_RAISE_1k/r159d3942t.png,-1.7224181,-12.869719,-1.7224011
real/real_RAISE_1k/r1069cdabt.png,-1.958909,-14.390517,-1.9589045
real/real_RAISE_1k/r0282ca06t.png,-2.568725,-9.785288,-2.567935
real/real_RAISE_1k/r0c486c0at.png,-1.7219272,-22.785885,-1.7219273
real/real_RAISE_1k/r1077d1f2t.png,-2.1906524,-3.6817093,-1.9672573
real/real_RAISE_1k/r018ba134t.png,-0.2848505,-4.4763827,-0.25869793
real/real_RAISE_1k/r1d1d501et.png,-2.337823,-21.652866,-2.337823
real/real_RAISE_1k/r1f23f4ddt.png,-1.8722619,-15.681147,-1.8722608
real/real_RAISE_1k/r16da5576t.png,-1.0637267,-7.398813,-1.0613445
real/real_RAISE_1k/r17fe8532t.png,-2.5248668,-8.43247,-2.5219347
real/real_RAISE_1k/r017904f0t.png,-2.528389,-13.005254,-2.5283585
real/real_RAISE_1k/r1f3e6681t.png,-0.6875498,-18.932034,-0.68754977
real/real_RAISE_1k/r1c402787t.png,-2.4790843,-16.1928,-2.4790833
real/real_RAISE_1k/r010cb248t.png,-2.9625444,-19.70459,-2.9625444
real/real_RAISE_1k/r079d086et.png,0.240733,-9.456023,0.24087262
real/real_RAISE_1k/r10c5fc29t.png,-0.78322804,-11.445364,-0.78319395
real/real_RAISE_1k/r1e14f45ct.png,0.44383302,-9.603226,0.44394392
real/real_RAISE_1k/r16144fa2t.png,-2.1501684,-5.610681,-2.1156971
real/real_RAISE_1k/r00de2590t.png,-1.9447913,-30.302101,-1.9447913
real/real_RAISE_1k/r12e170d4t.png,-1.3134819,-19.496773,-1.313482
real/real_RAISE_1k/r1ebee709t.png,-1.3986388,-14.032007,-1.3986348
real/real_RAISE_1k/r1a9acd94t.png,-2.5504167,-12.473753,-2.550364
real/real_RAISE_1k/r05d35656t.png,-0.686953,-18.151928,-0.68695295
real/real_RAISE_1k/r1234de87t.png,-2.3821387,-14.544796,-2.3821332
real/real_RAISE_1k/r0b59fc2bt.png,-1.6616821,-23.242855,-1.6616821
real/real_RAISE_1k/r0985dc6ct.png,-1.783999,-9.661125,-1.783556
real/real_RAISE_1k/r195a5f44t.png,-3.729479,-22.585459,-3.7294793
real/real_RAISE_1k/r1301676dt.png,-1.8466511,-8.04734,-1.8443059
real/real_RAISE_1k/r03640e97t.png,-2.695994,-23.218674,-2.695994
real/real_RAISE_1k/r08abaa78t.png,-1.7003726,-12.431368,-1.7003467
real/real_RAISE_1k/r16a02a12t.png,-2.9849396,-10.012408,-2.9840078
real/real_RAISE_1k/r1ca254b2t.png,-1.6461347,-11.835384,-1.64609
real/real_RAISE_1k/r16d46fa3t.png,0.35013816,-4.214082,0.37502974
real/real_RAISE_1k/r1a1d7e72t.png,-2.8364742,-20.500832,-2.8364742
real/real_RAISE_1k/r1d1445b6t.png,-0.6814418,-16.29789,-0.68144155
real/real_RAISE_1k/r1828d94at.png,-0.27108154,-9.880052,-0.2709633
real/real_RAISE_1k/r0249f733t.png,-1.0198538,-6.354527,-1.0133147
real/real_RAISE_1k/r15eef8b9t.png,-1.5417004,-16.097977,-1.5416998
real/real_RAISE_1k/r0a94587ft.png,-1.7033978,-24.556404,-1.7033979
real/real_RAISE_1k/r1a5903fct.png,-1.1983238,-4.7459598,-1.1615298
real/real_RAISE_1k/r0a64ce0bt.png,-1.7892947,-25.454556,-1.7892948
real/real_RAISE_1k/r0fbe1b0ft.png,-2.0523088,-16.333649,-2.052308
real/real_RAISE_1k/r0d1dd61ft.png,-0.6851641,-35.851105,-0.68516403
real/real_RAISE_1k/r0a18e454t.png,-0.93227565,-6.636077,-0.92764103
real/real_RAISE_1k/r0701ca45t.png,-2.4696112,-14.679573,-2.469606
real/real_RAISE_1k/r1f446078t.png,-0.33284432,-22.548374,-0.3328442
real/real_RAISE_1k/r19c9183at.png,-2.262452,-14.555736,-2.2624469
real/real_RAISE_1k/r0b5b85d0t.png,-0.6390971,-17.789576,-0.639097
real/real_RAISE_1k/r00444b95t.png,-1.9334702,-25.752537,-1.93347
real/real_RAISE_1k/r026b5360t.png,-2.7986476,-11.08035,-2.798379
real/real_RAISE_1k/r05718fd6t.png,-2.963154,-21.7138,-2.963154
real/real_RAISE_1k/r1293f8ect.png,-0.90644705,-15.291084,-0.9064463
real/real_RAISE_1k/r14dd8f91t.png,-3.3663661,-16.118717,-3.366363
real/real_RAISE_1k/r0279b17bt.png,-3.4879963,-23.91784,-3.4879963
real/real_RAISE_1k/r1ea13eb4t.png,0.5393491,-19.530582,0.5393491
real/real_RAISE_1k/r141669e5t.png,-1.6794243,-7.7154713,-1.6765914
real/real_RAISE_1k/r0faffef3t.png,0.13316742,-3.1772215,0.20846343
real/real_RAISE_1k/r13dab3c7t.png,-0.31710637,-9.456755,-0.31692082
real/real_RAISE_1k/r14df59fet.png,-2.732125,-7.1218095,-2.7189996
real/real_RAISE_1k/r02a21f6ct.png,-3.0229595,-22.053482,-3.0229595
real/real_RAISE_1k/r1aa43470t.png,-2.2056854,-12.441161,-2.2056456
real/real_RAISE_1k/r01a31693t.png,-1.146813,-17.56761,-1.1468129
real/real_RAISE_1k/r0833f646t.png,-0.20197885,-7.6926217,-0.20096481
real/real_RAISE_1k/r12f02af5t.png,-3.0610383,-28.635437,-3.0610383
real/real_RAISE_1k/r0e965ba7t.png,-0.39633116,-11.67581,-0.3963099
real/real_RAISE_1k/r1570dd6at.png,-0.84989285,-8.136037,-0.84891564
real/real_RAISE_1k/r00869422t.png,-1.5583551,-25.1306,-1.5583551
real/real_RAISE_1k/r03cef811t.png,-1.4508197,-9.509117,-1.4504292
real/real_RAISE_1k/r1dbe1b11t.png,-2.0036774,-16.216473,-2.0036767
real/real_RAISE_1k/r1c6377bat.png,-1.3839561,-15.950621,-1.3839555
real/real_RAISE_1k/r053d2196t.png,-3.0631888,-21.545357,-3.0631888
real/real_RAISE_1k/r12d4cabat.png,-1.769644,-13.198559,-1.7696314
real/real_RAISE_1k/r1bf7ff83t.png,-1.2810521,-3.810168,-1.1840398
real/real_RAISE_1k/r01b6aed6t.png,-2.9353507,-17.743744,-2.9353504
real/real_RAISE_1k/r0a8b59bbt.png,-2.0336044,-18.470787,-2.0336041
real/real_RAISE_1k/r039a5ef5t.png,-2.0938988,-14.042293,-2.0938914
real/real_RAISE_1k/r1d1cf607t.png,-2.39529,-13.3174515,-2.39527
real/real_RAISE_1k/r08b04f65t.png,-0.33659497,-6.329119,-0.3323232
real/real_RAISE_1k/r13837601t.png,-3.0839546,-12.247976,-3.0838451
real/real_RAISE_1k/r1d6e15d3t.png,-1.5975733,-9.673306,-1.5971994
real/real_RAISE_1k/r02508493t.png,-1.9840372,-20.638483,-1.9840372
real/real_RAISE_1k/r1a877849t.png,-1.7028795,-15.961125,-1.7028787
real/real_RAISE_1k/r0fbf62f8t.png,-0.14395079,-18.276371,-0.1439507
real/real_RAISE_1k/r155fe1fat.png,-0.9678049,-24.161175,-0.9678049
real/real_RAISE_1k/r029afdb0t.png,-1.600563,-16.408241,-1.6005626
real/real_RAISE_1k/r182ed662t.png,-2.3512666,-18.534086,-2.3512666
real/real_RAISE_1k/r13493fa3t.png,-1.7826315,-14.172781,-1.7826267
real/real_RAISE_1k/r09a992e9t.png,-2.284593,-10.956835,-2.2844043
real/real_RAISE_1k/r0b61ed37t.png,-1.2313856,-7.6412344,-1.2292624
real/real_RAISE_1k/r15919202t.png,-0.5934012,-20.945215,-0.5934013
real/real_RAISE_1k/r10f2ac48t.png,-1.2881724,-6.7794023,-1.2829264
real/real_RAISE_1k/r08b05c94t.png,-1.1785806,-9.372595,-1.1782194
real/real_RAISE_1k/r0383e9c3t.png,-0.17127785,-14.960416,-0.17127728
real/real_RAISE_1k/r1a170ddbt.png,-0.1877031,-13.408009,-0.18769974
real/real_RAISE_1k/r123ca9b3t.png,-2.939822,-24.265154,-2.939822
real/real_RAISE_1k/r133bb357t.png,-1.9167224,-11.672551,-1.9166559
real/real_RAISE_1k/r132d538et.png,-1.9937452,-18.59919,-1.9937452
real/real_RAISE_1k/r0356ea60t.png,-2.6140547,-21.261782,-2.6140547
real/real_RAISE_1k/r0f38373ct.png,-2.4337249,-19.640505,-2.4337249
real/real_RAISE_1k/r1a7b8c42t.png,-2.7607772,-17.846655,-2.7607768
real/real_RAISE_1k/r1644d874t.png,-2.536883,-21.681194,-2.536883
real/real_RAISE_1k/r1a845144t.png,-1.7729285,-16.65027,-1.772928
real/real_RAISE_1k/r1d679eaet.png,-3.025648,-17.575436,-3.0256476
real/real_RAISE_1k/r12f3bbfat.png,-1.1178983,-19.736284,-1.1178983
real/real_RAISE_1k/r11e134c7t.png,-1.1612514,-21.148857,-1.1612515
real/real_RAISE_1k/r1ef8b85ft.png,-2.84314,-21.911945,-2.84314
real/real_RAISE_1k/r096982ddt.png,-1.5280137,-11.056152,-1.5279253
real/real_RAISE_1k/r1a343192t.png,-2.7363522,-13.00543,-2.7363153
real/real_RAISE_1k/r0cc5a33ct.png,-2.4524972,-22.370314,-2.4524972
real/real_RAISE_1k/r09dc6407t.png,-2.0139313,-11.019712,-2.013792
real/real_RAISE_1k/r0314c3f9t.png,-2.2840211,-17.667725,-2.284021
real/real_RAISE_1k/r07db8a54t.png,-1.0308071,-1.7688298,-0.53088635
real/real_RAISE_1k/r1c31a90bt.png,-2.9755762,-22.500408,-2.9755764
real/real_RAISE_1k/r0d280006t.png,-2.5563495,-16.760704,-2.5563488
real/real_RAISE_1k/r0eb9e900t.png,-1.4099135,-12.65416,-1.4098972
real/real_RAISE_1k/r1011a436t.png,-1.8272289,-23.74388,-1.8272288
real/real_RAISE_1k/r1c56a2bct.png,-0.70549476,-17.646294,-0.70549464
real/real_RAISE_1k/r1b177fe1t.png,-1.2696695,-14.104223,-1.2696661
real/real_RAISE_1k/r16654024t.png,-1.358045,-5.0718684,-1.3278507
real/real_RAISE_1k/r0b3220e1t.png,-2.1363182,-22.111591,-2.1363182
real/real_RAISE_1k/r15f07f9dt.png,-2.7323399,-16.484318,-2.732339
real/real_RAISE_1k/r04851bf9t.png,-1.1527758,-14.47227,-1.1527735
real/real_RAISE_1k/r0eb07be3t.png,-1.7544104,-19.364899,-1.7544105
real/real_RAISE_1k/r1de108dft.png,-2.4670665,-36.993145,-2.4670665
real/real_RAISE_1k/r1a28d44bt.png,-0.06839824,-22.869614,-0.0683983
real/real_RAISE_1k/r0408fe9ft.png,-2.298199,-19.1626,-2.2981987
real/real_RAISE_1k/r1a8fe570t.png,-1.6862309,-11.746955,-1.6861802
real/real_RAISE_1k/r0b735401t.png,-1.5019392,-20.987547,-1.5019392
real/real_RAISE_1k/r072421a1t.png,-1.6802344,-2.0867329,-1.0979798
real/real_RAISE_1k/r1bca2388t.png,-1.2186457,-3.9996364,-1.1414075
real/real_RAISE_1k/r1bf4e594t.png,-2.7664373,-27.586428,-2.7664373
real/real_RAISE_1k/r0fb0a690t.png,-3.4516199,-22.715418,-3.4516199
real/real_RAISE_1k/r0fae3dbdt.png,-2.8631997,-23.71407,-2.8631997
real/real_RAISE_1k/r062b9259t.png,-1.2750559,-17.302845,-1.2750558
real/real_RAISE_1k/r1f20d8b5t.png,-2.4724066,-15.607667,-2.4724045
real/real_RAISE_1k/r128dfb38t.png,-2.5556126,-17.663258,-2.5556123
real/real_RAISE_1k/r04395e54t.png,-2.1301486,-20.45942,-2.1301486
real/real_RAISE_1k/r0b82ae9bt.png,-3.0377877,-13.642153,-3.0377617
real/real_RAISE_1k/r0e35d1fct.png,-1.9017143,-10.332033,-1.9014637
real/real_RAISE_1k/r0e5b5159t.png,-0.5390582,-18.258415,-0.5390582
real/real_RAISE_1k/r09ff1dcet.png,-1.7914447,-15.37181,-1.7914432
real/real_RAISE_1k/r0d8d62edt.png,-0.90593135,-4.228826,-0.856553
real/real_RAISE_1k/r165fbf4ft.png,-3.0585835,-12.729939,-3.0585175
real/real_RAISE_1k/r081ad6a3t.png,-3.2191436,-12.61064,-3.219057
real/real_RAISE_1k/r1126b615t.png,-1.9917756,-17.762354,-1.9917756
real/real_RAISE_1k/r02513d19t.png,0.5404217,-21.629076,0.5404217
real/real_RAISE_1k/r0744a10et.png,-2.5022664,-20.471882,-2.5022664
real/real_RAISE_1k/r16ea6386t.png,-1.7951998,-30.459846,-1.7951998
real/real_RAISE_1k/r1db2847et.png,-1.2546613,-13.048816,-1.2546517
real/real_RAISE_1k/r0f2c63d2t.png,-1.1732936,-10.68564,-1.1731969
real/real_RAISE_1k/r061db45ft.png,-0.78105044,-19.175333,-0.78105044
real/real_RAISE_1k/r0284aa1at.png,-1.8254132,-28.168344,-1.8254133
real/real_RAISE_1k/r08873591t.png,-1.7753768,-4.5921855,-1.7077863
real/real_RAISE_1k/r127608abt.png,-2.7735388,-19.489172,-2.7735388
real/real_RAISE_1k/r045be2act.png,-1.6943717,-13.958094,-1.6943661
real/real_RAISE_1k/r07cf907dt.png,-2.268182,-18.753239,-2.268182
real/real_RAISE_1k/r125442fat.png,-2.575617,-27.158932,-2.575617
real/real_RAISE_1k/r04e19833t.png,0.4601116,-10.307046,0.46016598
real/real_RAISE_1k/r02a0839et.png,-0.040513128,-13.87626,-0.04051119
real/real_RAISE_1k/r01474187t.png,-0.026296943,-22.998093,-0.026296973
real/real_RAISE_1k/r05f66e6dt.png,-2.0165377,-18.193104,-2.0165377
real/real_RAISE_1k/r00b3931bt.png,-3.0566108,-17.769321,-3.0566106
real/real_RAISE_1k/r08d9a0cet.png,-2.62689,-17.700846,-2.6268895
real/real_RAISE_1k/r01cf60c7t.png,-2.4212272,-22.814587,-2.4212272
real/real_RAISE_1k/r1a57cb29t.png,-2.4077985,-14.571468,-2.407793
real/real_RAISE_1k/r088dcebft.png,0.24723843,-7.889607,0.24790543
real/real_RAISE_1k/r0487f5cet.png,-1.1945112,-17.82336,-1.1945112
real/real_RAISE_1k/r0e7b407bt.png,-2.4413676,-19.054134,-2.4413674
real/real_RAISE_1k/r0f71782et.png,-3.8433752,-15.751717,-3.8433683
real/real_RAISE_1k/r0e593c46t.png,-2.6785793,-17.04715,-2.6785786
real/real_RAISE_1k/r1cb7084et.png,-1.794421,-14.531475,-1.7944175
real/real_RAISE_1k/r0cea5432t.png,-1.6939422,-16.296993,-1.6939416
real/real_RAISE_1k/r1d9a31fct.png,-2.0064692,-16.189068,-2.0064685
real/real_RAISE_1k/r022af74ct.png,-2.1871934,-13.118891,-2.1871734
real/real_RAISE_1k/r0af5a8cct.png,-0.99944234,-22.56284,-0.99944234
real/real_RAISE_1k/r0eba1984t.png,-1.093312,-15.426519,-1.0933113
real/real_RAISE_1k/r0f137652t.png,-2.7310178,-18.573069,-2.7310176
real/real_RAISE_1k/r1e504ebbt.png,-1.5931176,-6.6935735,-1.5858115
real/real_RAISE_1k/r04e818bat.png,-1.9592683,-12.359547,-1.9592336
real/real_RAISE_1k/r0c7fcc38t.png,-2.2801094,-19.75695,-2.2801094
real/real_RAISE_1k/r05647b9at.png,-2.7122724,-12.357359,-2.7122033
real/real_RAISE_1k/r1e8acc5ct.png,-1.9663463,-20.858644,-1.9663463
real/real_RAISE_1k/r08079988t.png,-1.8949201,-13.089849,-1.8949043
real/real_RAISE_1k/r13b5b161t.png,-1.9224217,-25.041927,-1.9224217
real/real_RAISE_1k/r084889d5t.png,-2.115598,-9.312334,-2.114759
real/real_RAISE_1k/r000da54ft.png,-2.4558418,-15.460438,-2.4558394
real/real_RAISE_1k/r1c99500bt.png,-2.5447834,-15.7819395,-2.5447814
real/real_RAISE_1k/r152d9ff5t.png,-2.3732715,-14.236122,-2.3732638
real/real_RAISE_1k/r1dbef145t.png,-1.6185647,-12.680771,-1.618546
real/real_RAISE_1k/r121f7893t.png,-0.91467416,-13.221344,-0.9146677
real/real_RAISE_1k/r06836fdat.png,-2.2555501,-17.7665,-2.25555
real/real_RAISE_1k/r0518cf5dt.png,-2.191577,-9.013042,-2.1903658
real/real_RAISE_1k/r01058910t.png,-2.7476313,-13.917103,-2.7476163
real/real_RAISE_1k/r0b42926ct.png,-1.4503276,-20.554451,-1.4503276
real/real_RAISE_1k/r14289905t.png,-1.6386044,-21.597067,-1.6386043
real/real_RAISE_1k/r01a5f38at.png,-1.130264,-20.937721,-1.130264
real/real_RAISE_1k/r02210c2at.png,-0.5560643,-2.823458,-0.40507692
real/real_RAISE_1k/r13934dc7t.png,-1.4972389,-11.237289,-1.4971669
real/real_RAISE_1k/r0e9b0485t.png,-1.0573957,-10.554653,-1.0572946
real/real_RAISE_1k/r16698b6et.png,0.01526162,-20.988667,0.01526165
real/real_RAISE_1k/r01291f20t.png,-0.93740976,-0.35801616,0.31077635
real/real_RAISE_1k/r01511e3et.png,-2.1422462,-22.121162,-2.1422462
real/real_RAISE_1k/r0c9e4ff8t.png,-3.763189,-15.1490965,-3.7631774
